id,skin_r_forehead,skin_g_forehead,skin_b_forehead,skin_r_cheek,skin_g_cheek,skin_b_cheek,skin_r_jaw,skin_g_jaw,skin_b_jaw,skin_lab_l,skin_lab_a,skin_lab_b,undertone,skin_depth,tan_level,hair_r,hair_g,hair_b,eye_r,eye_g,eye_b,contrast_score,chroma_score,value_score,season,subseason,primary_colors,secondary_colors,neutral_colors,accent_colors,avoid_colors_strict,avoid_colors_soft
4106,197,140,181,198,131,166,179,124,163,64,28,-20,warm,light,none,45,60,38,69,18,50,0.471,0.224,0.641,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4107,189,210,116,189,208,105,164,199,101,64,-14,49,warm,light,heavy,28,59,9,39,35,45,0.533,0.384,0.65,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4108,177,185,170,186,177,161,161,163,154,67,0,5,warm,deep,mild,85,60,52,13,23,34,0.424,0.043,0.678,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4109,211,214,129,212,207,122,191,201,115,70,-2,40,neutral,medium,heavy,12,16,11,41,54,15,0.665,0.314,0.701,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4110,233,168,140,242,163,126,225,154,125,68,34,16,neutral,light,heavy,32,67,28,23,40,22,0.555,0.396,0.688,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4111,216,151,142,225,146,134,202,133,133,65,34,3,neutral,light,mild,35,75,0,34,5,43,0.54,0.298,0.654,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4112,183,194,160,186,194,152,167,179,148,68,-9,18,warm,deep,heavy,70,59,40,35,49,38,0.471,0.145,0.689,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4113,237,135,158,241,134,153,221,123,145,68,48,-12,cool,deep,heavy,103,33,53,36,13,9,0.44,0.38,0.684,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4114,162,138,125,171,132,116,146,126,108,54,14,5,neutral,medium,mild,87,39,12,58,40,10,0.366,0.157,0.541,Autumn,soft_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4115,189,170,121,189,166,115,171,152,109,60,6,23,warm,deep,none,47,29,74,30,53,7,0.444,0.231,0.608,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4116,193,184,116,202,174,107,182,159,97,62,9,31,cool,deep,mild,110,4,0,53,51,16,0.498,0.314,0.625,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4117,191,152,175,201,152,168,182,144,167,67,19,-10,cool,light,heavy,30,90,5,68,38,14,0.546,0.153,0.675,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4118,215,198,116,221,189,108,205,181,99,67,11,38,warm,medium,none,18,1,0,43,60,48,0.663,0.384,0.671,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4119,206,140,154,214,130,145,189,122,138,63,37,-10,cool,light,none,82,6,41,38,59,16,0.465,0.29,0.633,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4120,239,138,182,247,135,170,226,129,164,71,51,-20,cool,medium,heavy,75,84,12,36,1,0,0.534,0.4,0.715,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4121,212,201,159,214,195,149,198,186,144,72,4,20,warm,deep,heavy,98,17,74,10,11,22,0.504,0.196,0.723,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4122,202,207,167,205,198,158,187,186,158,72,-1,17,cool,medium,none,94,53,23,43,6,31,0.511,0.137,0.727,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4123,187,208,121,197,208,110,172,198,102,66,-10,46,warm,deep,mild,71,46,13,38,58,5,0.508,0.365,0.667,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4124,240,193,157,248,193,143,229,185,133,75,22,22,warm,medium,mild,85,18,64,13,27,41,0.56,0.353,0.757,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4125,177,184,159,183,176,146,164,171,138,65,-1,12,warm,medium,none,35,26,16,55,13,23,0.554,0.098,0.654,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4126,182,167,151,186,162,142,168,148,132,63,7,7,warm,light,heavy,79,2,60,14,22,0,0.468,0.114,0.634,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4127,183,170,135,187,170,121,165,164,113,61,3,22,cool,deep,mild,24,42,22,32,16,22,0.51,0.2,0.618,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4128,240,184,180,249,182,174,224,172,174,78,28,1,warm,light,mild,33,77,25,38,47,23,0.63,0.235,0.784,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4129,201,201,163,208,191,158,189,179,152,72,3,14,warm,light,heavy,35,0,22,38,53,8,0.653,0.137,0.722,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4130,224,161,157,227,153,151,203,140,145,68,32,-1,warm,medium,none,37,71,21,22,5,17,0.543,0.251,0.688,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4131,176,210,137,179,206,128,158,201,121,66,-18,36,warm,light,none,108,64,6,45,13,49,0.454,0.286,0.664,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4132,238,197,110,241,191,96,220,185,86,68,20,45,cool,deep,none,69,13,10,57,32,18,0.583,0.51,0.684,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4133,182,187,140,189,179,130,173,164,126,64,0,22,warm,light,heavy,93,57,26,64,38,7,0.419,0.173,0.644,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4134,222,185,129,231,177,119,206,171,111,68,22,26,cool,deep,none,36,87,32,10,55,36,0.511,0.38,0.682,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4135,213,155,131,218,146,116,203,135,106,62,31,12,cool,deep,mild,101,68,70,54,38,46,0.322,0.341,0.621,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4136,204,186,143,208,181,129,183,167,125,67,8,23,warm,deep,none,101,41,0,68,22,20,0.491,0.251,0.671,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4137,243,207,169,243,197,155,221,184,148,77,18,18,warm,deep,heavy,16,58,0,13,5,43,0.688,0.286,0.771,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4138,239,198,147,244,191,139,220,180,136,74,21,23,cool,deep,mild,43,34,77,34,8,46,0.581,0.353,0.744,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4139,231,181,170,234,177,156,213,172,146,73,23,8,neutral,medium,heavy,42,45,0,41,36,28,0.627,0.247,0.735,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4140,205,162,157,213,156,146,188,147,141,66,23,2,warm,medium,none,109,43,67,66,43,45,0.384,0.204,0.667,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4141,168,216,146,174,206,139,153,197,139,67,-21,31,cool,deep,mild,55,69,25,38,43,40,0.48,0.243,0.672,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4142,217,181,158,224,175,150,201,166,147,71,19,10,warm,deep,mild,37,62,2,34,2,15,0.589,0.231,0.711,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4143,196,160,157,204,160,145,179,152,139,65,17,5,warm,light,mild,52,25,0,28,43,8,0.56,0.173,0.659,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4144,175,199,108,181,192,99,161,185,97,61,-10,44,cool,deep,mild,102,84,23,44,31,16,0.344,0.345,0.61,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4145,179,171,182,185,164,169,167,158,165,67,5,-5,cool,medium,none,45,72,0,64,39,45,0.535,0.043,0.671,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4146,222,166,175,222,160,165,199,155,158,70,26,-5,warm,light,none,52,44,74,44,60,27,0.498,0.204,0.708,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4147,184,194,132,184,190,125,164,178,120,64,-8,30,cool,deep,none,14,21,44,15,8,27,0.563,0.235,0.646,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4148,196,158,115,203,158,110,178,146,105,60,17,21,neutral,medium,heavy,25,51,28,33,4,48,0.493,0.306,0.609,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4149,202,189,156,202,182,149,179,168,142,69,5,14,cool,light,none,72,34,10,49,43,42,0.542,0.149,0.69,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4150,175,198,159,177,195,151,153,187,143,67,-14,19,cool,light,mild,97,54,0,67,29,43,0.503,0.153,0.677,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4151,199,150,139,200,146,131,179,140,128,61,22,5,neutral,deep,mild,109,5,5,28,18,20,0.473,0.212,0.617,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4152,217,215,155,223,207,150,208,192,145,75,3,26,warm,light,heavy,59,11,12,52,47,0,0.652,0.227,0.752,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4153,191,166,124,194,163,113,173,157,105,60,10,22,cool,light,heavy,97,52,0,42,29,46,0.417,0.259,0.608,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4154,175,188,134,179,183,129,164,176,129,63,-7,24,warm,light,mild,71,45,9,40,44,11,0.477,0.192,0.635,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4155,221,162,124,229,159,109,213,151,99,64,30,22,cool,light,heavy,81,0,68,10,9,22,0.489,0.412,0.643,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4156,230,143,146,239,135,141,221,129,139,66,47,-5,neutral,medium,none,54,26,62,48,50,48,0.505,0.369,0.667,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4157,230,202,141,232,195,136,211,184,128,72,13,27,neutral,light,mild,11,13,0,21,18,28,0.708,0.318,0.729,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4158,210,205,136,220,199,126,198,193,120,70,5,34,neutral,medium,none,14,83,60,55,49,46,0.541,0.31,0.706,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4159,234,209,162,235,200,157,215,185,156,76,12,19,warm,medium,heavy,40,65,40,42,42,10,0.588,0.247,0.767,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4160,220,166,108,220,157,98,200,149,88,61,26,27,warm,medium,none,43,86,75,25,45,0,0.416,0.42,0.614,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4161,207,149,171,214,148,157,191,134,150,67,28,-7,warm,medium,mild,56,70,6,56,38,23,0.519,0.22,0.672,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4162,177,155,112,179,151,103,159,141,98,55,9,21,cool,deep,none,101,0,10,16,21,35,0.436,0.239,0.559,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4163,237,148,178,244,142,166,229,127,158,71,46,-14,warm,medium,none,77,67,10,46,12,0,0.538,0.361,0.715,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4164,172,184,113,172,181,108,147,169,106,59,-9,34,cool,medium,mild,82,58,21,29,15,8,0.393,0.267,0.596,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4165,241,173,174,246,171,166,225,159,159,75,32,0,warm,light,none,97,36,0,40,26,21,0.586,0.255,0.756,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4166,206,203,132,207,202,127,183,194,119,69,-2,35,cool,deep,mild,34,59,0,29,57,0,0.576,0.275,0.694,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4167,193,169,123,198,165,117,182,160,112,62,11,21,warm,medium,none,73,60,30,26,19,23,0.41,0.259,0.621,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4168,229,154,109,235,153,100,214,145,94,63,36,24,neutral,deep,heavy,15,35,0,62,16,6,0.596,0.471,0.631,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4169,185,189,177,193,181,165,176,173,157,69,1,5,warm,light,mild,69,49,15,24,21,18,0.529,0.051,0.698,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4170,248,144,166,248,136,152,230,127,144,69,51,-10,warm,deep,heavy,29,79,47,63,42,47,0.551,0.4,0.694,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4171,232,217,173,233,210,164,212,202,161,78,6,20,warm,light,none,50,29,71,51,27,0,0.61,0.212,0.787,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4172,212,132,133,213,132,124,192,117,123,60,35,1,warm,light,mild,39,33,21,46,15,14,0.499,0.29,0.607,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4173,198,176,172,207,173,165,189,161,158,70,12,1,neutral,deep,none,44,45,42,28,8,24,0.537,0.106,0.706,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4174,239,195,183,247,190,175,228,182,171,79,23,5,warm,light,mild,38,0,11,70,29,0,0.732,0.224,0.793,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4175,182,144,142,189,136,128,167,127,127,58,21,1,cool,medium,heavy,96,81,47,44,59,46,0.298,0.18,0.586,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4176,194,141,173,197,133,167,180,127,167,64,27,-19,neutral,light,none,36,60,74,53,38,8,0.44,0.212,0.643,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4177,234,212,124,237,206,119,219,193,118,72,10,41,cool,deep,none,54,23,24,11,22,37,0.614,0.404,0.728,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4178,201,188,150,210,180,137,187,175,135,68,10,19,cool,light,heavy,67,87,47,39,26,45,0.426,0.227,0.682,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4179,178,200,150,181,191,139,158,186,136,66,-10,23,warm,light,mild,31,16,0,19,41,42,0.604,0.184,0.661,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4180,166,149,116,173,145,104,155,138,104,54,9,18,warm,medium,none,33,74,0,13,29,31,0.417,0.212,0.545,Autumn,soft_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4181,231,206,152,235,196,137,211,181,137,73,14,27,warm,deep,none,64,43,61,66,40,46,0.536,0.325,0.736,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4182,193,171,107,203,167,101,187,157,98,60,13,30,cool,light,none,64,43,56,41,53,3,0.421,0.341,0.609,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4183,181,143,122,190,136,110,172,123,101,56,22,10,neutral,light,heavy,72,67,34,59,55,22,0.344,0.255,0.563,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4184,206,148,140,212,148,128,192,137,122,63,27,7,cool,medium,none,85,29,53,28,0,12,0.42,0.271,0.631,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4185,225,168,143,226,159,132,211,153,125,66,28,11,warm,deep,none,95,24,50,32,35,26,0.456,0.31,0.669,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4186,241,219,127,241,209,112,224,196,110,72,11,46,warm,medium,heavy,110,14,36,57,26,23,0.552,0.447,0.728,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4187,238,184,161,248,179,156,233,166,156,75,29,9,neutral,medium,heavy,80,0,37,68,51,0,0.61,0.302,0.756,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4188,206,208,122,206,202,108,190,187,107,66,-3,44,warm,light,heavy,21,62,44,16,19,16,0.532,0.349,0.668,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4189,219,158,176,219,156,170,203,149,164,70,26,-9,neutral,light,none,28,75,29,41,53,0,0.558,0.208,0.706,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4190,195,162,182,204,158,175,183,153,172,69,18,-11,warm,deep,none,58,2,74,54,45,37,0.527,0.141,0.695,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4191,180,140,156,183,135,146,166,126,139,60,19,-8,warm,medium,mild,81,84,18,62,22,0,0.385,0.149,0.6,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4192,202,210,129,211,210,114,187,196,112,69,-4,45,neutral,medium,mild,54,0,0,59,56,16,0.641,0.357,0.693,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4193,245,204,184,246,201,175,228,194,169,80,17,10,warm,deep,none,91,79,14,49,46,31,0.571,0.22,0.807,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4194,216,152,111,220,151,97,200,143,88,60,29,24,cool,deep,mild,104,75,21,34,2,19,0.348,0.424,0.605,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4195,214,207,164,224,207,151,204,193,145,75,3,25,warm,medium,none,75,83,49,48,46,0,0.487,0.227,0.754,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4196,180,160,118,183,151,108,167,136,98,57,11,19,warm,deep,heavy,81,15,29,44,44,5,0.418,0.235,0.571,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4197,227,142,116,228,132,110,208,119,105,60,43,8,cool,deep,heavy,103,81,50,36,60,33,0.321,0.404,0.608,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4198,212,193,149,214,186,144,196,175,142,70,9,18,cool,deep,none,79,26,75,60,12,31,0.49,0.216,0.705,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4199,174,140,166,177,133,161,157,122,151,60,17,-16,cool,medium,mild,21,15,71,40,49,46,0.477,0.133,0.609,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4200,222,203,122,231,202,111,215,191,108,70,9,43,cool,light,heavy,101,60,67,53,12,15,0.436,0.412,0.705,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4201,225,183,148,225,181,134,209,175,126,69,17,21,warm,light,none,108,11,14,30,13,0,0.536,0.298,0.699,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4202,245,175,161,245,167,148,226,155,148,72,34,7,neutral,light,heavy,84,59,66,42,18,4,0.465,0.322,0.725,Summer,light_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4203,225,150,159,235,149,151,210,134,146,69,38,-3,cool,medium,heavy,11,0,77,42,8,3,0.618,0.298,0.693,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
