id,height_cm,shoulder_width,bust,waist,hip,shoulder_to_hip_ratio,waist_to_hip_ratio,bust_to_hip_ratio,body_shape,body_subtype,recommended_fits,avoid_fits,top_recommendations,bottom_recommendations,dress_recommendations,necklines,sleeves,fabrics,patterns,accessories,outerwear,footwear
2125,165.6,36.7,85.3,61.4,89.6,1.02,0.69,0.95,Hourglass,Full Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2126,173.8,37.0,93.9,67.4,96.0,0.96,0.7,0.98,Hourglass,Neat Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2127,154.1,28.8,81.3,69.9,95.5,0.75,0.73,0.85,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2128,157.5,30.5,85.8,70.5,93.8,0.81,0.75,0.92,Pear,Bottom-heavy Pear,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2129,174.5,38.4,102.2,86.6,100.8,0.95,0.86,1.01,Apple,Round Apple,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
2130,184.1,43.5,113.6,98.2,105.1,1.03,0.93,1.08,Apple,Round Apple,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
2131,161.3,38.9,110.2,87.7,121.0,0.8,0.72,0.91,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2132,175.7,46.5,105.5,81.7,96.2,1.21,0.85,1.1,Inverted Triangle,Athletic Inverted Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2133,178.8,42.3,101.9,68.7,104.4,1.01,0.66,0.98,Hourglass,Neat Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2134,155.6,38.3,112.3,89.8,120.6,0.79,0.74,0.93,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2135,173.9,45.1,102.2,69.2,96.1,1.17,0.72,1.06,Inverted Triangle,Top-heavy Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2136,172.9,48.9,124.7,95.5,119.0,1.03,0.8,1.05,Rectangle,Lean Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
2137,166.3,50.4,126.8,84.1,121.7,1.04,0.69,1.04,Hourglass,Neat Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2138,169.5,39.2,101.2,85.7,90.4,1.08,0.95,1.12,Apple,Round Apple,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
2139,164.7,36.8,98.5,85.8,94.7,0.97,0.91,1.04,Rectangle,Lean Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
2140,153.2,29.6,77.6,65.5,90.1,0.82,0.73,0.86,Pear,Bottom-heavy Pear,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2141,166.1,34.8,104.6,85.1,110.9,0.78,0.77,0.94,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2142,152.2,48.6,136.5,129.0,123.5,0.98,1.04,1.11,Apple,Round Apple,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
2143,166.8,41.6,99.5,68.6,102.4,1.02,0.67,0.97,Hourglass,Classic Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2144,166.4,34.2,90.8,74.7,99.5,0.86,0.75,0.91,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2145,158.9,45.1,121.0,106.2,114.6,0.98,0.93,1.06,Apple,Round Apple,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
2146,153.4,50.1,126.1,110.7,124.1,1.01,0.89,1.02,Apple,Oval Shape,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
2147,154.5,56.4,143.5,88.5,124.8,1.13,0.71,1.15,Inverted Triangle,Athletic Inverted Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2148,179.1,29.9,74.5,64.3,89.3,0.84,0.72,0.83,Pear,Bottom-heavy Pear,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2149,177.0,37.2,94.3,63.8,95.4,0.97,0.67,0.99,Hourglass,Neat Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2150,182.6,40.2,107.7,69.9,91.1,1.1,0.77,1.18,Inverted Triangle,Athletic Inverted Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2151,166.3,42.5,99.0,87.9,119.6,0.89,0.73,0.83,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2152,177.9,45.6,112.9,73.5,112.8,1.01,0.65,1.0,Hourglass,Classic Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2153,155.8,43.0,111.2,92.7,110.1,0.98,0.84,1.01,Rectangle,Wide Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
2154,156.5,44.0,126.4,115.6,113.3,0.97,1.02,1.12,Apple,Fuller Midsection,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
2155,167.8,44.4,108.1,82.0,100.3,1.11,0.82,1.08,Inverted Triangle,Athletic Inverted Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2156,157.4,47.2,114.7,73.3,97.3,1.21,0.75,1.18,Inverted Triangle,Top-heavy Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2157,152.8,46.5,113.7,104.6,116.4,1.0,0.9,0.98,Rectangle,Wide Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
2158,183.2,45.5,102.5,67.9,94.3,1.21,0.72,1.09,Inverted Triangle,Athletic Inverted Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2159,168.7,33.5,95.2,73.8,103.4,0.81,0.71,0.92,Pear,Bottom-heavy Pear,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2160,172.3,38.3,96.1,87.2,98.8,0.97,0.88,0.97,Rectangle,Wide Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
2161,170.2,48.5,113.8,73.7,104.2,1.16,0.71,1.09,Inverted Triangle,Top-heavy Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2162,167.3,34.2,98.7,84.5,110.1,0.78,0.77,0.9,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2163,172.5,38.3,99.4,70.9,94.8,1.01,0.75,1.05,Hourglass,Neat Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
